time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-01 21:42:38,40.0688820985998,-88.2096329336482,0,Available with any HD 360 subscription,Available with any HD 360 subscription,706.4819061376,0.656168,0,0,0,27,10,0,706.4819061376,0,0,0,0,0,0,274, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution."
100,2023-10-01 21:42:38,40.0688821168002,-88.2096329103116,0,,,706.4819061376,0.656168,0,0.0093032483292,0.0093032483292,27,10,0,706.4819061376,0,0,0.0093032483292,0,0,0,274, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
200,2023-10-01 21:42:38,40.0688820981179,-88.2096329432105,0,,,706.4819061376,0.656168,0,0.00267566937696,0.0207416673304,27,10,0,706.4819061376,0,0,0.0093032483292,0,0,0,274.1, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
300,2023-10-01 21:42:38,40.0688821065974,-88.2096329091864,0,,,706.4819061376,0.656168,0,0.0074271327836,0.0307325469152,27,10,0,706.4819061376,0,0,0.0093032483292,0,0,0,274, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
400,2023-10-01 21:42:38,40.0688821120359,-88.2096328839674,0,,,706.4819061376,0.656168,0,0.0147120411532,0.038048229564,27,10,0,706.4819061376,0,0,0.0147120411532,0,0,0,274.1, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
500,2023-10-01 21:42:38,40.068882115909,-88.2096328610564,0,,,706.4819061376,0.656168,0,0.021229331388,0.044599410876,27,10,0,706.4819061376,0,0,0.021229331388,0,0,0,274.1, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
600,2023-10-01 21:42:38,40.0688820933623,-88.209632883435,0,,,706.4819061376,0.656168,0,0.0141495739436,0.0549294637,27,10,0,706.4819061376,0,0,0.021229331388,0,0,0,274, 0.6, -1,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
700,2023-10-01 21:42:38,40.0688820976032,-88.2096328577743,0,,,706.4819061376,0.656168,0,0.0211877631452,0.062259188344,27,10,0,706.4819061376,0,0,0.021229331388,0,0,0,274, 0.6, -1,0,0,1024,1024,1024,1022,0,0,0,-0,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 28. Setting new Maximum Flight Altitude to 120m (394 ft)"
800,2023-10-01 21:42:39,40.0688821074962,-88.2096328421473,0,,,706.4819061376,0.656168,0,0.0257532160472,0.067921918184,27,10,0,706.4819061376,0,0,0.0257532160472,0,0,0,274.1, 0.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
900,2023-10-01 21:42:39,40.0688820926889,-88.2096329037319,0,,,706.4819061376,0.656168,0,0.0086267719296,0.085945540808,27,10,0,706.4819061376,0,0,0.0257532160472,0,0,0,274.1, 0.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,109.76,706.4819061376,0,41,Motors_Started,
