time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-01 20:27:23,40.0688897200285,-88.2095722136247,0,Available with any HD 360 subscription,Available with any HD 360 subscription,706.5195025955,0.656168,0,0,0,27,10,0,706.5195025955,0,0,0,0,0,0,1.2, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,"Your aircraft is flying in an Altitude Zone (500m). Please fly with caution."
100,2023-10-01 20:27:23,40.0688897031368,-88.2095721991857,0,,,706.5195025955,0.656168,0,0.0073644031228,0.0073644031228,27,10,0,706.5195025955,0,0,0.0073644031228,0,0,0,1.2, -1.4, -0.3,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
200,2023-10-01 20:27:23,40.0688896901141,-88.209572183505,0,,,706.5195025955,0.656168,0,0.0137783468976,0.0138253285264,27,10,0,706.5195025955,0,0,0.0137783468976,0,0,0,1.2, -1.4, -0.3,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
300,2023-10-01 20:27:24,40.0688897135886,-88.2095722251588,0,,,706.5195025955,0.656168,0,0.0039864502588,0.0282687345004,27,10,0,706.5195025955,0,0,0.0137783468976,0,0,0,1.3, -1.4, -0.3,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
400,2023-10-01 20:27:24,40.0688896972453,-88.2095722121177,0,,,706.5195025955,0.656168,0,0.0083230973792,0.035255250472,27,10,0,706.5195025955,0,0,0.0137783468976,0,0,0,1.3, -1.4, -0.3,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
500,2023-10-01 20:27:24,40.0688896756841,-88.2095721947435,0,,,706.5195025955,0.656168,0,0.0170162735104,0.044497376752,27,10,0,706.5195025955,0,0,0.0170162735104,0,0,0,1.2, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
600,2023-10-01 20:27:24,40.0688896634425,-88.2095721823064,0,,,706.5195025955,0.656168,0,0.0224208668592,0.050154857248,27,10,0,706.5195025955,0,0,0.0224208668592,0,0,0,1.2, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
700,2023-10-01 20:27:24,40.0688896893642,-88.2095722309124,0,,,706.5195025955,0.656168,0,0.0121846788676,0.066696524444,27,10,0,706.5195025955,0,0,0.0224208668592,0,0,0,1.3, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
800,2023-10-01 20:27:24,40.0688896809568,-88.2095722154152,0,,,706.5195025955,0.656168,0,0.0142640424512,0.072000330388,27,10,0,706.5195025955,0,0,0.0224208668592,0,0,0,1.2, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 24. Setting new Maximum Flight Altitude to 120m (394 ft)"
900,2023-10-01 20:27:24,40.068889663234,-88.2095721940211,0,,,706.5195025955,0.656168,0,0.0214321529168,0.080803480276,27,10,0,706.5195025955,0,0,0.0224208668592,0,0,0,1.2, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,98.24,706.5195025955,0,41,Motors_Started,
