time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
106800,2023-10-12 22:24:30,40.0689009220004,-88.209683097332,0,Available with any HD 360 subscription,Available with any HD 360 subscription,706.43900324909,0.656168,0,0,0,26,10,0,706.43900324909,0,0,0,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution."
106900,2023-10-12 22:24:30,40.0689009281274,-88.20968309251,0,,,706.43900324909,0.656168,0,0.0026095473276,0.0026095473276,26,10,0,706.43900324909,0,0,0.0026095473276,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107000,2023-10-12 22:24:30,40.0689009280858,-88.2096830930596,0,,,706.43900324909,0.656168,0,0.00252039706228,0.0027637468076,26,10,0,706.43900324909,0,0,0.0026095473276,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 48. Setting new Maximum Flight Altitude to 120m (394 ft)"
107100,2023-10-12 22:24:30,40.0689009358303,-88.209683102451,0,,,706.43900324909,0.656168,0,0.0056849411268,0.0066185697656,26,10,0,706.43900324909,0,0,0.0056849411268,0,0,0,5.6, -1.4, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107200,2023-10-12 22:24:30,40.0689009357277,-88.2096830917584,0,,,706.43900324909,0.656168,0,0.005852362392,0.0096042653992,26,10,0,706.43900324909,0,0,0.005852362392,0,0,0,5.5, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107300,2023-10-12 22:24:31,40.0689009313868,-88.2096830825218,0,,,706.43900324909,0.656168,0,0.0059655185636,0.0126306762572,26,10,0,706.43900324909,0,0,0.0059655185636,0,0,0,5.5, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107400,2023-10-12 22:24:31,40.0689008951838,-88.2096830882028,0,,,706.43900324909,0.656168,0,0.0096896984728,0.02593421999,26,10,0,706.43900324909,0,0,0.0096896984728,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107500,2023-10-12 22:24:31,40.0689008670008,-88.2096830863557,0,,,706.43900324909,0.656168,0,0.0198274940728,0.036229659952,26,10,0,706.43900324909,0,0,0.0198274940728,0,0,0,5.6, -1.4, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107600,2023-10-12 22:24:31,40.0689008411322,-88.2096830900853,0,,,706.43900324909,0.656168,0,0.0290683408252,0.04572506708,26,10,0,706.43900324909,0,0,0.0290683408252,0,0,0,5.6, -1.4, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107700,2023-10-12 22:24:31,40.0689008172205,-88.209683091874,0,,,706.43900324909,0.656168,0,0.03774278336,0.05446358442,26,10,0,706.43900324909,0,0,0.03774278336,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107800,2023-10-12 22:24:31,40.0689008064499,-88.2096831060655,0,,,706.43900324909,0.656168,0,0.041680119444,0.06004429326,26,10,0,706.43900324909,0,0,0.041680119444,0,0,0,5.6, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
107900,2023-10-12 22:24:31,40.0689007950058,-88.209683100596,0,,,706.43900324909,0.656168,0,0.045805775744,0.064490159544,26,10,0,706.43900324909,0,0,0.045805775744,0,0,0,5.5, -1.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,,,,,,,0,96.62,706.43900324909,0,41,Motors_Started,
