time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-10 22:14:22,40.0688862699339,-88.2096445724638,0,Available with any HD 360 subscription,Available with any HD 360 subscription,706.45372142542,0.328084,0,0,0,19,10,0,706.45372142542,0,0,0,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution. Infrared sensors blocked"
100,2023-10-10 22:14:22,40.0688862535377,-88.2096445618063,0,,,706.45372142542,0.328084,0,0.0066813650432,0.0066813650432,19,10,0,706.45372142542,0,0,0.0066813650432,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
200,2023-10-10 22:14:22,40.068886250903,-88.2096445578837,0,,,706.45372142542,0.328084,0,0.0080487863468,0.0081385829376,19,10,0,706.45372142542,0,0,0.0080487863468,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
300,2023-10-10 22:14:22,40.0688862488487,-88.209644554819,0,,,706.45372142542,0.328084,0,0.0091352365128,0.0092761485908,19,10,0,706.45372142542,0,0,0.0091352365128,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 120m (394 ft)"
400,2023-10-10 22:14:22,40.0688862474214,-88.2096445493975,0,,,706.45372142542,0.328084,0,0.010437500334,0.0108769032352,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
500,2023-10-10 22:14:22,40.0688862486493,-88.2096445514818,0,,,706.45372142542,0.328084,0,0.0097275921748,0.0116113192692,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
600,2023-10-10 22:14:22,40.0688862540586,-88.209644549616,0,,,706.45372142542,0.328084,0,0.0086165029004,0.0136524938752,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
700,2023-10-10 22:14:22,40.0688862635231,-88.2096445446551,0,,,706.45372142542,0.328084,0,0.008109088186,0.0173730976688,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.6, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
800,2023-10-10 22:14:22,40.0688862766742,-88.2096445399067,0,,,706.45372142542,0.328084,0,0.009416995052,0.022351050584,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.5, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
900,2023-10-10 22:14:23,40.0688862868145,-88.2096445469326,0,,,706.45372142542,0.328084,0,0.0094206367844,0.0265386491432,19,10,0,706.45372142542,0,0,0.010437500334,0,0,0,181.5, -0.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
1000,2023-10-10 22:14:23,40.0688862928769,-88.209644543496,0,,,706.45372142542,0.328084,0,0.0116398625772,0.028949640034,19,10,0,706.45372142542,0,0,0.0116398625772,0,0,0,181.3, -0.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
1100,2023-10-10 22:14:23,40.0688862948041,-88.2096445219685,0,,,706.45372142542,0.328084,0,0.0167663391192,0.035001313456,19,10,0,706.45372142542,0,0,0.0167663391192,0,0,0,181.5, -0.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,0,86.72,706.45372142542,0,41,Motors_Started,
1200,2023-10-10 22:14:23,40.0688862925514,-88.2096445215834,0,,,706.45372142542,0.328084,0,0.0164290359588,0.03583005364,19,10,22.4695,706.45372142542,0,0,0.0167663391192,0,0,0,181.6, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,3.977,86.72,706.45372142542,0,41,Motors_Started,
1300,2023-10-10 22:14:23,40.0688862815835,-88.2096445282113,0,,,706.45372142542,0.328084,0,0.0130663390008,0.040238846432,19,10,22.4695,706.45372142542,0,0,0.0167663391192,0,0,0,181.6, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,3.977,86.72,706.45372142542,0,41,Motors_Started,
1400,2023-10-10 22:14:23,40.068886280478,-88.2096445287775,0,,,706.45372142542,0.328084,0,0.012789862614,0.040672245396,19,10,22.4695,706.45372142542,0,0,0.0167663391192,0,0,0,181.6, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,65,,,,,,,3.977,86.72,706.45372142542,0,41,Motors_Started,
