time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-10 22:25:55,40.0688883585124,-88.2097022438067,0,Available with any HD 360 subscription,Available with any HD 360 subscription,706.36456164566,0.656168,0,0,0,20,10,0,706.36456164566,0,0,0,0,0,0,186.1, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,6,P-GPS,"GEO: You are in a Warning Zone (Airport). Fly with caution."
100,2023-10-10 22:25:55,40.0688883398624,-88.2097022517798,0,,,706.36456164566,0.656168,0,0.0071593506228,0.0071593506228,20,10,0,706.36456164566,0,0,0.0071593506228,0,0,0,186.1, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
200,2023-10-10 22:25:55,40.0688883523301,-88.2097022658061,0,,,706.36456164566,0.656168,0,0.0065435041464,0.013161745828,20,10,0,706.36456164566,0,0,0.0071593506228,0,0,0,186.1, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 39. Setting new Maximum Flight Altitude to 120m (394 ft)"
300,2023-10-10 22:25:55,40.0688883657638,-88.2097022793928,0,,,706.36456164566,0.656168,0,0.01028215256,0.0193596134804,20,10,0,706.36456164566,0,0,0.01028215256,0,0,0,186.1, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
400,2023-10-10 22:25:55,40.068888380987,-88.2097022894732,0,,,706.36456164566,0.656168,0,0.0151595477292,0.0255861884828,20,10,0,706.36456164566,0,0,0.0151595477292,0,0,0,186.1, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
500,2023-10-10 22:25:55,40.0688883787387,-88.2097022921243,0,,,706.36456164566,0.656168,0,0.015377133038,0.0266910769696,20,10,0,706.36456164566,0,0,0.015377133038,0,0,0,186, 0.2, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
600,2023-10-10 22:25:56,40.0688883825896,-88.2097023017399,0,,,706.36456164566,0.656168,0,0.0184068903528,0.0297212607936,20,10,0,706.36456164566,0,0,0.0184068903528,0,0,0,186, 0.1, -0.9,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
700,2023-10-10 22:25:56,40.0688883880844,-88.2097023109066,0,,,706.36456164566,0.656168,0,0.0216195544976,0.032972442,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.2, -0.8,0,0,364,364,472,1668,-100,-100,-84,98,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
800,2023-10-10 22:25:56,40.0688883451948,-88.2097022922541,0,,,706.36456164566,0.656168,0,0.0143731303812,0.049464568512,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.1, -0.9,0,0,1016,1024,1024,1024,-1,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
900,2023-10-10 22:25:56,40.0688883465603,-88.2097022941199,0,,,706.36456164566,0.656168,0,0.014709154014,0.05018536906,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1000,2023-10-10 22:25:56,40.0688883645198,-88.2097022921982,0,,,706.36456164566,0.656168,0,0.0136879269472,0.056759844336,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.2, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1100,2023-10-10 22:25:56,40.0688883742872,-88.2097022910468,0,,,706.36456164566,0.656168,0,0.0143908469172,0.06033792844,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1200,2023-10-10 22:25:56,40.0688883472424,-88.2097022597855,0,,,706.36456164566,0.656168,0,0.006067257412,0.073511485292,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1300,2023-10-10 22:25:56,40.0688883563501,-88.2097022607165,0,,,706.36456164566,0.656168,0,0.0047868111768,0.076844818732,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1400,2023-10-10 22:25:56,40.0688883524616,-88.2097022678171,0,,,706.36456164566,0.656168,0,0.007058071092,0.079282482852,20,10,0,706.36456164566,0,0,0.0216195544976,0,0,0,186, 0.1, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,0,85.82,706.36456164566,0,41,Motors_Started,
1500,2023-10-10 22:25:56,40.0688883171923,-88.2097022527854,0,,,706.36456164566,0.656168,0,0.0152826776544,0.092817588272,20,10,21.9985,706.36456164566,0,0,0.0216195544976,0,0,0,186.1, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,2.169,85.82,706.36456164566,0,41,Motors_Started,
1600,2023-10-10 22:25:57,40.0688883307306,-88.2097022524928,0,,,706.36456164566,0.656168,0,0.0104222772364,0.097757877144,20,10,21.9985,706.36456164566,0,0,0.0216195544976,0,0,0,186.1, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,2.169,85.82,706.36456164566,0,41,Motors_Started,
1700,2023-10-10 22:25:57,40.0688883426847,-88.2097022560505,0,,,706.36456164566,0.656168,0,0.0067107613696,0.1022309744,20,10,21.9985,706.36456164566,0,0,0.0216195544976,0,0,0,186.1, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,2.169,85.82,706.36456164566,0,41,Motors_Started,
1800,2023-10-10 22:25:57,40.0688883557968,-88.2097022677616,0,,,706.36456164566,0.656168,0,0.0067614175392,0.108025594008,20,10,21.9985,706.36456164566,0,0,0.0216195544976,0,0,0,186.1, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,2.169,85.82,706.36456164566,0,41,Motors_Started,
1900,2023-10-10 22:25:57,40.068888347597,-88.209702271839,0,,,706.36456164566,0.656168,0,0.008781824428,0.111226709596,20,10,21.9985,706.36456164566,0,0,0.0216195544976,0,0,0,186.1, 0.2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,,,,,,,2.169,85.82,706.36456164566,0,41,Motors_Started,
